,articleID,headline,multimedia,newDesk,typeOfMaterial
879,5ad7ab87068401528a2a96ff,Embrace the Bowie in You,66.0,Styles,News
880,5ad7a3cd068401528a2a96e5,Scam I Amn?™t: Voters and the Tax Cut,68.0,OpEd,Op-Ed
881,5ad7a3c5068401528a2a96e4,Safety: Brain Injury and Parkinson?™s,60.0,Well,News
882,5ad799aa068401528a2a96ca,"For Parkland Students,  Broadway?™s Regards",68.0,Culture,News
883,5ad79061068401528a2a96b4,"Love: Being Married, Beating Cancer",60.0,Well,News
884,5ad775ab068401528a2a9658,Cuba Prepares For Generation With No Castro,66.0,Foreign,News
885,5ad76f48068401528a2a9646,Watch Out: He Messes With Texas,68.0,Culture,Review
886,5ad76d85068401528a2a963d,"Puerto Rico, Entire Island, Loses Power",67.0,National,News
887,5ad76b66068401528a2a9635,Cuomo Plans to Help Paroled Felons Regain Vote,68.0,Metro,News
889,5ad75cc6068401528a2a9602,Unknown,68.0,OpEd,Op-Ed
890,5ad75a94068401528a2a95f7,"Reader Idea | FON, FAIIN, FIIM? A Classroom Game About Literary Genre",68.0,Learning,News
892,5ad75647068401528a2a95e5,President Warns He Could Depart Pyongyang Talks,68.0,Washington,News
893,5ad74c67068401528a2a95c5,Seoul Confirms Talks on Treaty to End War,68.0,Foreign,News
894,5ad7486a068401528a2a95b4,Unknown,67.0,RealEstate,News
895,5ad742ab068401528a2a95a4,Fishing for Stories via Instagram,64.0,Insider,News
896,5ad741c4068401528a2a95a1,"$2.7 Million Homes in Massachusetts, Idaho and New Mexico",68.0,RealEstate,News
897,5ad74158068401528a2a959f,How Many Breeds in That Doggie in the Survey?,68.0,Science,News
898,5ad74098068401528a2a959c,Unknown,68.0,National,briefing
899,5ad72d8a068401528a2a9562,Japan Fears Being Sidelined as Trump Moves on Trade and North Korea,68.0,Foreign,News
900,5ad72535068401528a2a9540,Who Made My Puzzle?: Sam Trabucco,66.0,Games,News
901,5ad7172b068401528a2a951a,Before Modernism Came Along,66.0,Weekend,Review
902,5ad71726068401528a2a9519,Want to Slash Heart Risks? Move It,68.0,Well,News
903,5ad71726068401528a2a9518,Unknown,67.0,Metro,briefing
904,5ad7164c068401528a2a9514,Unknown,68.0,Podcasts,briefing
905,5ad713a8068401528a2a950a,The Forrest Trump Presidency,66.0,OpEd,Op-Ed
906,5ad713a4068401528a2a9508,Mrs. No-Nonsense,67.0,OpEd,Op-Ed
908,5ad70930068401528a2a94e8,"That Suburban Feel, With Some Urban Touches",68.0,RealEstate,News
909,5ad7092d068401528a2a94e3,A Disrupter Takes Over,67.0,Culture,News
910,5ad7092e068401528a2a94e4,Hero Worship,66.0,Arts&Leisure,article
911,5ad7092e068401528a2a94e5,"He Inhaled Mustard Agent in Iraq, but the Navy Denied Him a Purple Heart",68.0,Magazine,News
912,5ad70925068401528a2a94de,Reinterpreted Rule Limits Young Immigrants,67.0,Metro,News
914,5ad70921068401528a2a94db,"Still Standing, and Planning the Next Act",67.0,SundayBusiness,News
915,5ad7091d068401528a2a94d3,Can Dirt Save the Earth?,68.0,Magazine,News
916,5ad7091c068401528a2a94d2,The Baby Mogul,68.0,Magazine,News
917,5ad70920068401528a2a94d7,What Musical Piece Would You Nominate for a Pulitzer Prize?,68.0,Learning,News
918,5ad7091c068401528a2a94d1,Jonathan Van Ness Never Tried to Hide Who He Was,67.0,Magazine,News
920,5ad6fb04068401528a2a94b5,An Army Veteran Confronts His Own Trauma With a Camera,66.0,Photo,News
921,5ad6ecf3068401528a2a949c,Man at Desk,67.0,Learning,News
922,5ad6a6a3068401528a2a9404,Much Covered Song,68.0,Games,News
923,5ad692f9068401528a2a93ed,Director of C.I.A.  Met With Leader  Of North Korea,68.0,Washington,https://www.nytimes.com/2018/04/17/world/asia/trump-japan-north-korea-summit-talks.html
924,5ad692b1068401528a2a93ec,Unknown,68.0,OpEd,Op-Ed
925,5ad69124068401528a2a93e4,"Outrage for Some, for Others It?™s Just Everyday Life",68.0,National,News
926,5ad68821068401528a2a93cb,Where?™s the Tea Party of the Left?,66.0,OpEd,Op-Ed
927,5ad68755068401528a2a93c6,"Barbara Bush, First Lady and First Mother, Dies at 92",66.0,Obits,Obituary (Obit)
928,5ad67b4a068401528a2a93b2,"Scott Pruitt, Man of Little Shame",66.0,Editorial,Editorial
929,5ad674a9068401528a2a93a1,"A Celebration of 70 Years, Complete With Rancor and Bickering",68.0,Foreign,News
930,5ad66e63068401528a2a938c,This Old Case,0.0,Metro,News
931,5ad66e4d068401528a2a938b,Eat: Lower Expectations for Nuts,60.0,Well,News
932,5ad66a8e068401528a2a937b,Nurse Enters Boston Marathon For Fun. Finishes Second.,68.0,Sports,News
933,5ad65f87068401528a2a9354,Readers Respond to Our Call for Help With a Diagnosis,65.0,Magazine,News
934,5ad654c6068401528a2a932d,"Airplane Engine Explodes, Killing Passenger in Midair",68.0,National,News
935,5ad64d56068401528a2a9315,A Peace Plan for the Ages,67.0,Weekend,Review
936,5ad64b3f068401528a2a930f,Hangover,66.0,BookReview,Review
937,5ad64937068401528a2a9308,Diamonds and Lies,65.0,OpEd,Op-Ed
938,5ad645ed068401528a2a9301,"After Obtaining Real Personal Data, A Political Firm Explores Virtual Currency",61.0,Business,News
939,5ad6421c068401528a2a92f8,"Starbucks  Will Close 8,000 Stores For Training",68.0,Business,News
940,5ad6417e068401528a2a92f6,Law on Deportation of Criminals Is Struck Down,68.0,Washington,News
941,5ad63d62068401528a2a92e9,"Confused? No,  Haley Retorts  To Trump Aide ",66.0,Washington,News
942,5ad630d2068401528a2a92c3,Dawdling Filers Turn Disgruntled as I.R.S. Website Crashes on the Final Day,67.0,Washington,News
943,5ad622b1068401528a2a928d,"That?™s Right, No. 1 With A Pulitzer",68.0,Culture,News
944,5ad61a0d068401528a2a9270,"A Journalist?™s Fiery Death, And a Muted Hunt for Truth",68.0,Foreign,News
945,5ad61131068401528a2a9250,The Calm Amid the Storm,68.0,Dining,News
946,5ad609c4068401528a2a9236,Protesting Artists Step Off the Streets and Into the Gallery,68.0,Culture,News
947,5ad5f75b068401528a2a91f3,Amateur Sleuths Bring A Missing ?˜Grunt??Home,63.0,National,News
948,5ad5f024068401528a2a91cb,Unknown,43.0,National,briefing
950,5ad5c5aa068401528a2a9165,Vegetables Crash the Dessert Menu,67.0,Well,News
951,5ad5c5ac068401528a2a9166,Unknown,68.0,Metro,briefing
952,5ad5c226068401528a2a915e,"When a Politician and a Lawman Try to Play the Hero, the Lawman Usually Wins",68.0,OpEd,Op-Ed
953,5ad5c223068401528a2a915d,Introducing Form 1040-EL (Emotional Labor),68.0,OpEd,Op-Ed
954,5ad5bc50068401528a2a914e,China Moves To Open Itself To Carmakers From Abroad,68.0,Business,News
955,5ad5b7ac068401528a2a913b,A ?˜Frozen??Star Just Needed to Chill,68.0,RealEstate,News
956,5ad5b7a4068401528a2a9137,14 Death Sentences in 2 Hours: Iraq Shows No Mercy to ISIS Suspects,68.0,Foreign,News
957,5ad5b7a4068401528a2a9136,"In La Paz, Where Empowerment Is Also Inspiring",65.0,Travel,News
958,5ad5b79f068401528a2a9130,The #MeToo Era Means More Options for Women,68.0,Travel,News
959,5ad5b79b068401528a2a912c,Group Think,67.0,Magazine,News
960,5ad5b79a068401528a2a912b,Billion-Dollar Blessings,67.0,Magazine,News
961,5ad5b798068401528a2a9129,Dear Match Book: Black Genre Fiction,66.0,BookReview,News
962,5ad5b794068401528a2a9127,Was It O.K. to Let an Aging Relative Believe My Mother Was Still Alive?,67.0,Magazine,News
963,5ad5b796068401528a2a9128,We?™re Bad at Evaluating Risk. How Doctors Can Help.,66.0,Upshot,News
964,5ad5aaae068401528a2a910a,Does Your School Need More Money?,68.0,Learning,News
965,5ad5a984068401528a2a9106,Black Cops on Both Sides of the Badge,68.0,Photo,News
966,5ad5a571068401528a2a9100,Pashtuns Defying Pakistani Army Wonder How Far They Can Push,68.0,Foreign,News
967,5ad59cdb068401528a2a90f0,Marathon,68.0,Learning,News
968,5ad597f2068401528a2a90e2,A Beginner?™s Guide to Taking Great Video on Your Phone,68.0,Business,News
969,5ad55524068401528a2a9068,Every Other Letter,68.0,Games,News
970,5ad540b9068401528a2a9050,Trump Declines To Add Sanctions Against Russians,68.0,Washington,News
971,5ad53f65068401528a2a904c, Comey?™s Star Turn May Spoil His Carefully Cultivated Image,68.0,Washington,News
972,5ad534b8068401528a2a903e,"Earth, Wind And Liars",68.0,OpEd,Op-Ed
973,5ad5345a068401528a2a903d,Opening Public Lands to Oil and Gas. Just Not at Home.,68.0,National,News
974,5ad52f29068401528a2a9037,We Chose Our Child,66.0,OpEd,Op-Ed
975,5ad52a7e068401528a2a902a,"Lordy, Is There a Tape?",68.0,OpEd,Op-Ed
976,5ad52a6d068401528a2a9029,Sims Statue in Central Park to Be Moved,68.0,Metro,News
977,5ad529cb068401528a2a9026,The Blindness Of Social Wealth,68.0,OpEd,Op-Ed
978,5ad51d43068401528a2a900c,It Was Unspeakably Miserable. I Can?™t Wait to Tell You About It.,68.0,Sports,News
979,5ad51ce4068401528a2a9009,"Saturday Night Out, 1978",0.0,Metro,News
980,5ad50f14068401528a2a8fe4,James Comey?™s Debasement,68.0,OpEd,Op-Ed
981,5ad5058a068401528a2a8fcd,U.S. and U.K. Forewarn  Of Russian Cyberthreat,68.0,Foreign,article
982,5ad4f48b068401528a2a8f9f,The Times and The New Yorker Share Prize for Abuse Coverage,68.0,Business,News
983,5ad4dfbb068401528a2a8f68,Feral Bully Unleashes  Comic Storm,68.0,Culture,Review
984,5ad4db63068401528a2a8f5a,"Inch by Inch, an Operatic Jewel Is Polished",68.0,Culture,News
985,5ad4d99f068401528a2a8f56,Standing Watch With Wary Words,68.0,Culture,"['Gin (Liquor)', 'Cocktails and Mixed Drinks', 'Bars and Nightclubs', 'Grill, The (Manhattan, NY, Restaurant)', 'Office, The (Manhattan, NY, Bar)']"
986,5ad4cd45068401528a2a8f23,"On Rubles, Renminbi And Trump",68.0,Upshot,News
987,5ad4c693068401528a2a8f14,Peru?™s Love Affair With the Potato,68.0,Dining,News
988,5ad4bb1e068401528a2a8ef6,What the Heck Is That?: BABAS,68.0,Games,News
989,5ad4b061068401528a2a8ed1,"A Pair of Breakthroughs in a Slow, Slippery Marathon",68.0,Sports,News
990,5ad4ac84068401528a2a8ec5,"Chemical Weapons Experts Blocked From Site of Syria Attack, Officials Say",66.0,Foreign,News
991,5ad4ab57068401528a2a8ebf,Memorial to War Dead  Shows Divide in Israel Over Complicated Past,68.0,Foreign,News
992,5ad4aa37068401528a2a8ebd,?˜Here and Now??Season 1 Finale: Baby?™s on Fire,66.0,Culture,Review
993,5ad4a5bf068401528a2a8eac,New Lung Cancer Study Shows the Power of Immune Therapy,66.0,Science,News
994,5ad49e59068401528a2a8e99,Unknown,68.0,National,briefing
995,5ad49df3068401528a2a8e97,"?˜The Walking Dead??Season 8 Finale: War Is Over, if You Want It",68.0,Culture,Review
996,5ad49614068401528a2a8e81,"Trove Seized,  But Who Gets  First Glimpse?",67.0,Metro,News
997,5ad48ae4068401528a2a8e62,Guards Waited for Support To Stop Deadly Prison Riot,61.0,Express,News
998,5ad475bf068401528a2a8e30,Unknown,67.0,Podcasts,briefing
999,5ad47501068401528a2a8e2c,The Currency Was Virtual. The Hunger Was Real.,68.0,Metro,briefing
1000,5ad47427068401528a2a8e29,Pros and Cons of Statin Therapy,66.0,Well,News
1001,5ad47424068401528a2a8e28,Reading Aloud to Young Children Has Benefits for Behavior and Attention,66.0,Well,News
1002,5ad471ce068401528a2a8e24,They Made It Here,68.0,TStyle,News
1003,5ad470de068401528a2a8e21,Going to Church With Jimmy Carter,68.0,OpEd,Op-Ed
1004,5ad470ae068401528a2a8e1f,Should I Give Up on White People?,68.0,OpEd,Op-Ed
1005,5ad46d21068401528a2a8e11,"What?™s Going On in This Picture? | April 16, 2018",66.0,Learning,News
1006,5ad46622068401528a2a8dfe,The Medieval Derby,68.0,Travel,News
1007,5ad4661c068401528a2a8dfc,Terror Plot or Idle Talk? Kansas Trial Hinges on the Answer,64.0,National,News
1008,5ad46619068401528a2a8df7,Wired to Be Besties,62.0,Science,News
1009,5ad46619068401528a2a8df8,Wartime Internment Of Japanese Looms Over Travel Ban Case,68.0,Washington,News
1010,5ad46618068401528a2a8df6,"Leaky Roofs, Broken Laptops, Mobile Classrooms: Snapshots From Public Schools",68.0,NewsDesk,News
1011,5ad46613068401528a2a8df3,Would Americans Accept Putting Health Care on a Budget? ,68.0,Upshot,News
1012,5ad46617068401528a2a8df5,Secretary of Offense,67.0,Magazine,News
1013,5ad46613068401528a2a8df2,Unknown,66.0,Learning,News
1014,5ad45803068401528a2a8de3,Photos of Gynecological Tools From Centuries Past,66.0,Photo,News
1016,5ad42dd4068401528a2a8d9b,On the Catwalk In Saudi Arabia,66.0,Styles," as Usual"""
1017,5ad411b6068401528a2a8d73,"?˜Billions??Season 3, Episode 4 Recap: Sealed With a Kiss",67.0,Culture,Review
1018,5ad400d9068401528a2a8d62, Notable Moments In ABC?™s Interview  With Ex-F.B.I. Chief,68.0,Washington,News
1019,5ad40027068401528a2a8d61,"Tusks of Ivory,  Stalking the World",68.0,Culture,Review
1020,5ad3ee12068401528a2a8d55,"He Called Out Sick, Then Apologized for Dying",68.0,Metro,News
1021,5ad3eaab068401528a2a8d52,"From Trump?™s Hometown, a New Legal Threat With Long Arms",68.0,Metro,News
1022,5ad11081068401528a2a89a4,Doctors Fight Drug-Resistant Typhoid Outbreak,68.0,Science,News
1023,5ad0fabd068401528a2a895b,"As It Turns Out, Baseball Really Is Brain Science",68.0,Sports,News
1024,5ad07e4f068401528a2a87eb,Unknown,66.0,Podcasts,briefing
1025,5ade7a90068401528a2aa44a,"Our Monologues, Ourselves",68.0,Culture,Review
1027,5adef223068401528a2aa51a,The Candidate Who Wouldn?™t Talk,68.0,BookReview,Review
1028,5adef22f068401528a2aa526,Beaches and Generosity Abound in Los Cabos,66.0,Travel,News
1029,5adefed9068401528a2aa550,Unknown,68.0,Podcasts,briefing
1030,5adf2ce1068401528a2aa5d0,College?™s First Test: How to Pay for It,68.0,Well,News
1031,5adf5761068401528a2aa668,Still Fraying at the Seams,68.0,Styles,News
1032,5adf5903068401528a2aa66f,U.S. Warplanes Shift Tactics to Target Last ISIS Pockets in Eastern Syria,65.0,Washington,News
1033,5adf68c4068401528a2aa6a6,"A Child Is Killed, and Empathy Goes Missing",68.0,Foreign,News
1034,5adf6ddf068401528a2aa6b7,"Brushing Off Trump Scandals, Christian Right Marshals Forces for Midterms",68.0,Washington,News
1035,5adf76cb068401528a2aa6de,Report Concludes Misconduct Was Not ?˜Systemic??at WNYC,68.0,Metro,News
1036,5adf7abe068401528a2aa6e9,Polar Bears of Hudson Bay,65.0,OpEd,Op-Ed
1037,5adf80e0068401528a2aa700, Longing for a Baby With a Trans Partner,68.0,OpEd,Op-Ed
1038,5adf8c5a068401528a2aa71d,Flattery Got  Ronny Jackson  Only So Far,68.0,OpEd,Op-Ed
1039,5adf8e2d068401528a2aa726,Tammy Duckworth and Working Moms Like Mine,68.0,OpEd,Op-Ed
1040,5adf9852068401528a2aa743,"In Real Life, SPF 100 Sunscreens May Work Better Than SPF 50",60.0,Well,News
1041,5adfa8e3068401528a2aa76b,An Overdue Thanks,0.0,Metro,News
1042,5adfa8e7068401528a2aa76c,Another Day in Marvel?™s Universe,65.0,Weekend,Review
1043,5adfadcd068401528a2aa77c,Locals Bristle as Outsiders Grab Spaces,66.0,Metro,News
1044,5adfae0f068401528a2aa77d,Migrant Caravan Reaches U.S. Border. Journey Isn?™t Over.,68.0,Foreign,News
1045,5adfb56d068401528a2aa78c,"For Trump and Macron, A Presidential Bromance",68.0,Washington,News
1047,5adfc080068401528a2aa7aa,"In Britain, an Immigration Crackdown Breaks a Postwar Promise",68.0,Foreign,News
1048,5adfc506068401528a2aa7af,The Way It Was (or How He Recalls It),68.0,Culture,Review
1049,5adfc7be068401528a2aa7b5,"When Suspect Said ?˜Kill Me,??Officer Put Away His Gun",65.0,Foreign,News
1050,5adfd4ab068401528a2aa7bf,Doubtful Limits on Presidential Power,65.0,Editorial,Editorial
1051,5adfd6e3068401528a2aa7c5,"Judge Tells U.S. to Accept New DACA Applications, Breathing Life Into Program",68.0,National,News
1052,5adfed9b068401528a2aa7dc,Democrats Take Numerical Edge in Senate,68.0,Metro,News
1053,5adff296068401528a2aa7e8,"Republican Wins Race In Arizona Stronghold, Buoying Nervous Party",68.0,Politics,News
1054,5ae0251f068401528a2aa85e,Panel Tells N.C.A.A.To End 1 and Done,68.0,Sports,News
1055,5ae02772068401528a2aa861,Furniture-Building Robots,64.0,Learning,News
1057,5ae04397068401528a2aa8a1,Are You Conforming to or Rebelling Against Your Parents??Wishes for You?,68.0,Learning,News
1059,5ae0439c068401528a2aa8a5,I?™m a 73-Year-Old Cancer Survivor. Can I Accept A Kidney?,66.0,Magazine,News
1060,5ae0439b068401528a2aa8a4,"Workers In Tech, Use The Force",68.0,Business,News
1061,5ae0439d068401528a2aa8a6,N0 Exp3r13nc3? N0 pr0bl3m!,66.0,Magazine,News
1062,5ae0439d068401528a2aa8a9,A Lynching?™s Long Shadow,68.0,Magazine,News
1063,5ae043a0068401528a2aa8ab,"First You Buy A Ticket, Then You Get Provoked",68.0,Arts&Leisure,News
1064,5ae043a1068401528a2aa8ad,Coal Country Run for the Senate. No Apologies.,68.0,Politics,News
1065,5ae043a1068401528a2aa8ae,Supreme Court Signals Support For a Travel Ban,67.0,Washington, 'Montgomery (Ala)'
1066,5ae04a9e068401528a2aa8c1,Liberalism?™s Golden Dream,67.0,OpEd,Op-Ed
1067,5ae04e23068401528a2aa8ce,The Strong and Stressed Black Woman,68.0,OpEd,Op-Ed
1068,5ae04ff2068401528a2aa8d3,Unknown,68.0,Podcasts,briefing
1069,5ae051a5068401528a2aa8da,The Secret to Magic Mornings? Put the Kids to Work,68.0,Well,News
1070,5ae051a3068401528a2aa8d9,Unknown,66.0,Metro,briefing
1071,5ae051a3068401528a2aa8d8,How Strenuous Exercise Affects Our Immune System,67.0,Well,News
1072,5ae053fc068401528a2aa8e2,Diabetes Self-Care Courses Can Come With Sticker Shock,66.0,Well,News
1074,5ae0602c068401528a2aa90a,Danish Inventor Is Found Guilty in Gruesome Killing of Journalist,68.0,Foreign,News
1075,5adfe12c068401528a2aa7cf,Unknown,68.0,Games,News
1076,5ae07c49068401528a2aa966,"$2.5 Million Homes in New York, California and Georgia",66.0,RealEstate,News
1077,5ae07e4c068401528a2aa96d,Unknown,68.0,National,briefing
1078,5ae08343068401528a2aa983,House Hunting in ??France,68.0,RealEstate,News
1079,5ae089ec068401528a2aa99b,"Conquering Lucia, Crazy as It Seems",68.0,Arts&Leisure,News
1080,5ae089e9068401528a2aa99a,Trusting   The Joke?™s Not on Her,66.0,Culture,News
1081,5ae09ef5068401528a2aa9dc,Unknown,66.0,Express,News
1082,5ae0a2a5068401528a2aa9e3,"There?™s Even Something for the Adults, Too",68.0,RealEstate,News
1083,5ae0a479068401528a2aa9ea,So the South?™s White Terror Will Never Be Forgotten,68.0,Editorial,Editorial
1084,5ae0a54c068401528a2aa9ed,Search for ?˜Golden State Killer??Leads to Former Police Officer,61.0,National,News
1085,5ae0a6b6068401528a2aa9f3,Candid Audio As N.F.L. Met Over Protests,68.0,Sports,News
1086,5ae0af8f068401528a2aaa19,Pruitt?™s Plan of Defense: Lay the Blame on Others,68.0,Climate,News
1087,5ae0b5e1068401528a2aaa31,My Rapidly Disappearing Inheritance,66.0,Metropolitan,News
1088,5ae0c9e6068401528a2aaa6a,"Saying Hello to Amazon, and Higher Rents",68.0,Business,News
1089,5ae0ce75068401528a2aaa7e,"Day After Kisses, French Leader Critiques Trump Policies",68.0,Washington,News
1090,5ae0cf2b068401528a2aaa80,Track?™s Hormone Hurdle for Women,68.0,Sports,News
1091,5ae0d2be068401528a2aaa90,When States Deny Dignity to Black Citizens,68.0,OpEd,Op-Ed
1092,5ae0d3a4068401528a2aaa93,Common Pain Relievers Beat Opioids for Dental Pain Relief,60.0,Well,News
1093,5ae0e0e6068401528a2aaab3,Swindled on Facebook By Fake Marks and Sheryls,68.0,Business,News
1094,5ae0e2d3068401528a2aaabc,"?˜The Handmaid?™s Tale??Season 2, Episodes 1 and 2: The Limits of Mercy",65.0,Culture,Review
1095,5ae0fa6c068401528a2aab14,My Mother-in-Law?™s Mink,0.0,Metro,News
1096,5ae1079c068401528a2aab34,Why Does Trump Treat Immigrant Kids Cruelly? Because He Can,66.0,OpEd,Op-Ed
1097,5ae11118068401528a2aab46,"Behind an Assassination in Malaysia, Israeli-Palestinian Intrigue",68.0,Foreign,News
1098,5ae11f36068401528a2aab5d,A New Mitt  Or the Same  Old Weenie?,67.0,OpEd,Op-Ed
1099,5ae12f23068401528a2aab72,"A Martyr, Sane And Sensible",68.0,Culture,Review
1100,5ae132a7068401528a2aab75,With Respect to an Answer?™s Location,68.0,Games,News
1101,5ae132a8068401528a2aab76,"Overlooked No More: Maria Bochkareva, Who Led Women Into Battle in WWI",65.0,Obits,News
1102,5ae140f0068401528a2aab92,"?˜The Americans??Season 6, Episode 5 Recap: The End Game Is Here",66.0,Culture,News
1103,5ae178f3068401528a2aac09,Breakdancing,68.0,Learning,News
1104,5ae178f4068401528a2aac0a,"For This Artist, It?™s All About the Action",66.0,Styles,News
1105,5ae19513068401528a2aac4e,Are You Intimidated by Classical Music and Art?,66.0,Learning,News
1106,5ae19514068401528a2aac4f,The Era of Very Low Inflation and Interest Rates May Be Near an End,68.0,Upshot,News
1107,5ae1951b068401528a2aac51,36 Hours in Copenhagen,68.0,Travel,News
1108,5ae1951c068401528a2aac56,Wave of Red Surges Into Arizona and Colorado,68.0,National,News
1109,5ae1951b068401528a2aac52,Fed Officials Worry Economy Is Too Good. Workers Still Feel Left Behind.,68.0,Business,News
1110,5ae1951c068401528a2aac53,"For ?˜The Karate Kid,??a Grudge Rematch",68.0,Arts&Leisure,News
1111,5ae1951c068401528a2aac58,Unknown,68.0,Climate,News
1112,5ae1951c068401528a2aac57,A Life?™s One Last Chance,68.0,Science,News
1113,5ae1951d068401528a2aac5a,"Once a Leader of a Revolution,  Now the Target of an Uprising    ",68.0,Foreign,News
1114,5ae19fa4068401528a2aac76,The Supreme Court and the New Civil War,68.0,OpEd,Op-Ed
1115,5ae19fa4068401528a2aac77,Meet the New Boss. Actually Quite Different From the Old Boss.,68.0,OpEd,Op-Ed
1116,5ae19fa4068401528a2aac78,"Bush 41, Trump, and American Decline",67.0,OpEd,Op-Ed
1118,5ae1bffe068401528a2aad07,Isolated Office Hid V.A. Pick From Scrutiny,68.0,Washington,News
1119,5ae1ccc0068401528a2aad38,Unknown,68.0,National,briefing
1120,5ae1cd6a068401528a2aad3f,Unknown,68.0,RealEstate,News
1121,5ae1ce10068401528a2aad41,Unknown,68.0,RealEstate,News
1122,5ae1d45f068401528a2aad5a,How Old Are Home Buyers?,62.0,RealEstate,News
1123,5ae1db68068401528a2aad72,Terraces to Look At and Linger On,67.0,RealEstate,News
1124,5ae1e0a6068401528a2aad87,"Merkel Is Next to Visit Trump, but a Lavish Welcome Mat Won?™t Be Out",68.0,Foreign,News
1125,5ae1e0ac068401528a2aad88,Trump Distances Himself From Cohen Inquiry,68.0,Washington,News
1126,5ae1e56e068401528a2aad99,"From the Savory Side, the Salty Carricantes of Sicily",67.0,Dining,News
1127,5ae1e5b2068401528a2aad9d,Your Next Lesson: Fiano,68.0,Dining,News
1128,5ae1f3a3068401528a2aadd4,Modern Russian Dumplings That Nod to the Past,67.0,Dining,Review
1129,5ae1f527068401528a2aade0,Tea Leaves Still Signal Democratic Edge in Battle for House Control,68.0,Upshot,News
1130,5ae1f53f068401528a2aade1,Genealogy Site Led to the Suspect?™s Front Door,68.0,National,News
1132,5ae1fdda068401528a2aae08,The White Rebellion,68.0,OpEd,Op-Ed
1134,5ae202fd068401528a2aae17,"Tiny Tots, Heavy Weights",68.0,Styles,News
1135,5ae20357068401528a2aae1b,"Unreserved Hawk Is Confirmed as Top Diplomat, With Votes to Spare",68.0,Washington,News
1136,5ae203e8068401528a2aae23,The Best Italian Subs ??at Least in Australia,68.0,Dining,Review
1137,5ae20d26068401528a2aae51,"Games of Squash, Without the Ceiling",68.0,Metropolitan,News
1138,5ae20e36068401528a2aae57,A New Spider Family Tree Tries to Untangle the Evolution of Webs,68.0,Science,News
1139,5ae2118b068401528a2aae5f,Jury Finds Cosby Guilty In a Sexual Assault Case Seen as a Turning Point,68.0,Culture,News
1140,5ae211ff068401528a2aae62,"Dress Codes, Anti-Bias Training, Standardized Tests and Smiles: Our Favorite Student Comments of the Week",68.0,Learning,News
1141,5ae21840068401528a2aae6b,Rift in Britain and Abroad on Care of Brain-Damaged Baby,68.0,Foreign,News
1142,5ae21c39068401528a2aae76,Former Judge to Review Files Seized in Searches,67.0,Metro,News
1143,5ae21d97068401528a2aae79,When Misogynists Become Terrorists,68.0,OpEd,Op-Ed
1144,5ae2217a068401528a2aae81,"Dear Abby, #MeToo",67.0,OpEd,Op-Ed
1145,5ae226ea068401528a2aae8b,Leaders of Two Koreas Meet,68.0,Foreign,News
1146,5ae22e25068401528a2aaea6,Caffeine During Pregnancy Tied to Overweight Offspring,60.0,Well,News
1147,5ae23600068401528a2aaeb6,A Modern-Day Myth for Women on the Verge,68.0,Weekend,News
1148,5ae24a1b068401528a2aaf11,Bill Cosby Shares a Few Words With the Prosecutor in Court,68.0,Express,News
1149,5ae24be3068401528a2aaf1e,Seeking Street Smarts,0.0,Metro,News
1150,5ae250d7068401528a2aaf2d,A Reckoning for Cosby ??Now for Others?,68.0,Editorial,Editorial
1151,5ae25314068401528a2aaf36,Trump?™s War  On the Poor,68.0,OpEd,Op-Ed
1152,5ae25aea068401528a2aaf4b,"About That Wrongdoing, Pruitt Says, I Didn?™t Do It",68.0,Climate,News
1153,5ae25bc1068401528a2aaf4d,Golden State Killer?™s Victims: The Families Who Never Gave Up Hope,65.0,National,News
1154,5ae26031068401528a2aaf5c,The Jury Finally Believes the Women,66.0,OpEd,Op-Ed
1155,5ae26100068401528a2aaf61,"Barflies, Clinging to Pipe Dreams and Other Lies",68.0,Weekend,Review
1156,5ae2686d068401528a2aaf69,"For Many, Life on Team Trump Ends in a Crash",68.0,Washington,News Analysis
1157,5ae2726b068401528a2aaf73,Comic?™s Sick Joke: Warm TV Dad,66.0,Culture,News
1158,5ae27cba068401528a2aaf82,Unknown,68.0,Politics,News
1159,5ae28423068401528a2aaf8d,Hit After Hit,68.0,Games,News
1160,5ae2939a068401528a2aafa0,"?˜Atlanta??Season 2, Episode 9: Al Is Ready for a Change",68.0,Culture,News
1161,5ae29c2f068401528a2aafa5,Unknown,66.0,Culture,News
1162,5ae2bc67068401528a2aafeb,What the Mona Lisa Tells Us About Art in the Instagram Era,66.0,Culture,News
1163,5ae2bfc7068401528a2aaff3,"A Meeting Short on Details, but Long on Theater",68.0,Foreign,News
1164,5ae2ca73068401528a2ab013,Public Square,68.0,Learning,News
1165,5ae2d48a068401528a2ab027,Two Koreas Unite in Goal To Banish Nuclear Weapons Nuclear Weapons,68.0,Foreign,News
1166,5ae2d4f2068401528a2ab02a,Trevor Noah Jabs Trump for Not Buying Melania a Birthday Gift,66.0,Culture,News
1168,5ae2e567068401528a2ab04f,Board Members Beware,64.0,RealEstate,News
1169,5ae2e5a2068401528a2ab051,How an Air-Conditioning Project Turns Heated,64.0,RealEstate,News
1170,5ae2e69a068401528a2ab058,How Alike Are You and Your Friends?,62.0,Learning,News
1171,5ae2e69a068401528a2ab057,The Year I Learned to Quit,68.0,Well,News
1172,5ae2e69e068401528a2ab05d,The Tale of a Corporate Spy,68.0,SundayBusiness,News
